2026-07-03 16:38:11 [INFO] Detector: 游戏状态检测器初始化完成
2026-07-03 16:38:11 [INFO] WindowManager: 窗口管理器初始化完成
2026-07-03 16:38:11 [INFO] BrowserController: 浏览器控制器初始化完成
2026-07-03 16:38:11 [INFO] InputController: 输入控制器初始化完成
2026-07-03 16:38:11 [INFO] MainController: ============================================================
2026-07-03 16:38:11 [INFO] MainController: 自动切换控制器初始化完成
2026-07-03 16:38:11 [INFO] MainController: ============================================================
2026-07-03 16:38:11 [INFO] MainController: 正在检查系统前提条件...
2026-07-03 16:38:13 [INFO] MainController: ✓ LOL进程已运行
2026-07-03 16:38:13 [INFO] MainController: ✓ 系统前提条件检查完成
2026-07-03 16:38:13 [INFO] MainController: 
============================================================
2026-07-03 16:38:13 [INFO] MainController: 开始检测循环
2026-07-03 16:38:13 [INFO] MainController: ============================================================
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:13 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:14 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:15 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:16 [INFO] MainController: 运行时间: 3.8秒 | FPS: 8.0 | 状态: uncertain | 亮度: 30.2 | CPU: 0.0%
2026-07-03 16:38:16 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:17 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:18 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:19 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] MainController: 运行时间: 7.5秒 | FPS: 8.0 | 状态: uncertain | 亮度: 29.7 | CPU: 0.0%
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:20 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:21 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:22 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:23 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] MainController: 运行时间: 11.3秒 | FPS: 8.0 | 状态: uncertain | 亮度: 25.0 | CPU: 0.0%
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:24 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:25 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:26 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:27 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] MainController: 运行时间: 15.1秒 | FPS: 8.0 | 状态: uncertain | 亮度: 24.1 | CPU: 0.0%
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:28 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:29 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:30 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:31 [INFO] MainController: 运行时间: 18.8秒 | FPS: 8.0 | 状态: uncertain | 亮度: 21.9 | CPU: 0.0%
2026-07-03 16:38:31 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:32 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:33 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:34 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:35 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:35 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:35 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:35 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:35 [INFO] Detector: 正在学习基准亮度... (0/100)
2026-07-03 16:38:35 [INFO] Detector: 正在学习基准亮度... (0/100)
